text,label
"The elk (pl.: elk or elks; Cervus canadensis) or wapiti, is the second largest species within the deer family, Cervidae, and one of the largest terrestrial mammals in its native range of North America and Central and East Asia. The word ""elk"" originally referred to the European variety of the moose, Alces alces, but was transferred to Cervus canadensis by North American colonists.
Elk dwell in open forest and forest-edge habitats, grazing on grasses and sedges and browsing higher-growing plants, leaves, twigs and bark. Male elk have large, blood- and nerve-filled antlers, which they routinely shed each year as weather warms-up. Males also engage in ritualized mating behaviors during the mating season, including posturing to attract females, antler-wrestling (sparring), and bugling, a loud series of throaty whistles, bellows, screams, and other vocalizations that establish dominance over other males and aim to attract females.
Elk were long believed to belong to a subspecies of the European red deer (Cervus elaphus), but evidence from many mitochondrial DNA genetic studies, beginning in 1998, shows that the two are distinct species. The elk's wider rump-patch and paler-hued antlers are key morphological differences that distinguish C. canadensis from C. elaphus. Although it is currently only native to North America, Central, East and North Asia, elk once had a much wider distribution in the past; prehistoric populations were present across Eurasia and into Western Europe during the Late Pleistocene, surviving into the early Holocene in Southern Sweden and the Alps. The now-extinct North American Merriam's elk subspecies (Cervus canadensis merriami) once ranged south into Mexico. The wapiti has also successfully adapted to countries outside of its natural range where it has been introduced, including Argentina and New Zealand; the animal's adaptability in these areas may, in fact, be so successful as to threaten the sensitive endemic ecosystems and species it encounters.
As a member of the Artiodactyla order (and distant relative of the Bovidae), elk are susceptible to several infectious diseases which can be transmitted to or from domesticated livestock. Efforts to eliminate infectious diseases from elk populations, primarily by vaccination, have had mixed success. Some cultures revere the elk as having spiritual significance. Antlers and velvet are used in traditional medicines in parts of Asia; the production of ground antler and velvet supplements is also a thriving naturopathic industry in several countries, including the United States, China and Canada. The elk is hunted as a game species, and their meat is leaner, and higher in protein, than beef or chicken.
By the 17th century, Alces alces (moose, called ""elk"" in Europe) had long been extirpated from the British Isles, and the meaning of the word ""elk"" to English-speakers became rather vague, acquiring a meaning similar to ""large deer"". The name wapiti is from the Shawnee and Cree word waapiti (in Cree syllabics: ᐙᐱᑎ or ᐚᐱᑎ), meaning ""white rump"". There is a subspecies of wapiti in Mongolia called the Altai wapiti (Cervus canadensis sibiricus), also known as the Altai maral.
According to the Oxford English Dictionary, the etymology of the word ""elk"" is ""of obscure history"". In Classical Antiquity, the European Alces alces was known as Ancient Greek: ἄλκη, romanized: álkē and Latin: alces, words probably borrowed from a Germanic language or another language of northern Europe. By the 8th century, during the Early Middle Ages, the moose was known as Old English: elch, elh, eolh, derived from the Proto-Germanic: *elho-, *elhon- and possibly connected with the Old Norse: elgr. Later, the species became known in Middle English as elk, elcke, or elke, appearing in the Latinized form alke, with the spelling alce borrowed directly from Latin: alces. Noting that elk ""is not the normal phonetic representative"" of the Old English elch, the Oxford English Dictionary derives elk from Middle High German: elch, itself from Old High German: elaho.
The American Cervus canadensis was recognized as a relative of the red deer (Cervus elaphus) of Europe, and so Cervus canadensis were referred to as ""red deer"". Richard Hakluyt refers to North America as a ""lande ... full of many beastes, as redd dere"" in his 1584 Discourse Concerning Western Planting. Similarly, John Smith's 1616 A Description of New England referred to red deer. Sir William Talbot's 1672 English translation of John Lederer's Latin Discoveries likewise called the species ""red deer"", but noted in parentheses that they were ""for their unusual largeness improperly termed Elks by ignorant people"". Both Thomas Jefferson's 1785 Notes on the State of Virginia and David Bailie Warden's 1816 Statistical, Political, and Historical Account of the United States used ""red deer"" to refer to Cervus canadensis.",Elk
"The emu (; Dromaius novaehollandiae) is a species of flightless bird endemic to Australia, where it is the tallest native bird. It is the only extant member of the genus Dromaius and the third-tallest living bird after its African ratite relatives, the common ostrich and Somali ostrich. The emu's native ranges cover most of the Australian mainland. The Tasmanian, Kangaroo Island and King Island subspecies became extinct after the European settlement of Australia in 1788.
The emu has soft, brown feathers, a long neck, and long legs. It can grow up to 1.9 m (6 ft 3 in) in height. It is a robust bipedal runner that can travel great distances, and when necessary can sprint at 48 km/h (30 mph). It is omnivorous and forages on a variety of plants and insects, and can go for weeks without eating. It drinks infrequently, but takes in copious amounts of fresh water when the opportunity arises.
The emu is sufficiently common to be rated as a least-concern species by the International Union for Conservation of Nature. Despite this, some local populations are listed as endangered, with all the insular subspecies going extinct by the 1800s. Threats to their survival include egg predation by other animals (especially invasive species), roadkills and habitat fragmentation.
The emu is an important cultural icon of Australia, appearing on the coat of arms and various coinages. The bird features prominently in Indigenous Australian mythologies.
The etymology of the common name ""emu"" is uncertain, but is thought to have come from an Arabic word for large bird that was later used by Portuguese explorers to describe the related cassowary in Australia and New Guinea. Another theory is that it comes from the word ""ema"", which is used in Portuguese to denote a large bird akin to an ostrich or crane. In Victoria, some terms for the emu were Barrimal in the Dja Dja Wurrung language, myoure in Gunai, and courn in Jardwadjali. The birds were known as murawung or birabayin to the local Eora and Darug inhabitants of the Sydney basin.
Emus were first reported as having been seen by Europeans when explorers visited the western coast of Australia in 1696. This was during an expedition led by Dutch captain Willem de Vlamingh who was searching for survivors of a ship that had gone missing two years earlier. The birds were known on the eastern coast before 1788, when the first Europeans settled there. The birds were first mentioned under the name of the ""New Holland cassowary"" in Arthur Phillip's Voyage to Botany Bay, published in 1789 with the following description:
The species was named by ornithologist John Latham in 1790 based on a specimen from the Sydney area of Australia, a country which was known as New Holland at the time. He collaborated on Phillip's book and provided the first descriptions of, and names for, many Australian bird species; Dromaius comes from a Greek word meaning ""racer"" and novaehollandiae is the Latin term for New Holland, so the name can be rendered as ""fast-footed New Hollander"". In his original 1816 description of the emu, the French ornithologist Louis Pierre Vieillot used two generic names, first Dromiceius and later Dromaius. It has been a point of contention ever since as to which name should be used; the latter is more correctly formed, but the convention in taxonomy is that the first name given to an organism stands, unless it is clearly a typographical error. Most modern publications, including those of the Australian government, use Dromaius, with Dromiceius mentioned as an alternative spelling.",Emu
"Falcons () are birds of prey in the genus Falco, which includes about 40 species. Some small species of falcons with long, narrow wings are called hobbies, and some that hover while hunting are called kestrels. Falcons are widely distributed on all continents of the world except Antarctica, though closely related raptors did occur there in the Eocene.
Adult falcons have thin, tapered wings, which enable them to fly at high speed and change direction rapidly. Fledgling falcons, in their first year of flying, have longer flight feathers, which make their configuration more like that of a general-purpose bird such as a broadwing. This makes flying easier while still learning the aerial skills required to be effective hunters like the adults.
The falcons are the largest genus in the Falconinae subfamily of Falconidae, which also includes two other subfamilies comprising caracaras and a few other species of ""falcons"". All these birds kill prey with their beaks, using a tomial ""tooth"" on the side of their beaks—unlike the hawks, eagles and other larger birds of prey from the unrelated family Accipitridae, who use talons on their feet.
The largest falcon is the gyrfalcon at up to 65 cm (26 in) in length. The smallest falcon species is the pygmy falcon, which measures just 20 cm (7.9 in). As with hawks and owls, falcons exhibit sexual dimorphism, with the females typically larger than the males, thus allowing a wider range of prey species.
As is the case with many birds of prey, falcons have exceptional powers of vision; the visual acuity of one species has been measured at 2.6 times that of human eyes. They are incredibly fast fliers, with the Peregrine falcons having been recorded diving at speeds of 320 km/h (200 mph), making them the fastest-moving creatures on Earth; the fastest recorded dive attained a vertical speed of 390 km/h (240 mph).
The genus Falco was introduced in 1758 by the Swedish naturalist Carl Linnaeus in the tenth edition of his Systema Naturae. The type species is the merlin (Falco columbarius). The genus name Falco is Late Latin meaning a ""falcon"" from falx, falcis, meaning ""a sickle"", referring to the claws of the bird. In Middle English and Old French, the title faucon refers generically to several captive raptor species.
The traditional term for a male falcon is tercel (British spelling) or tiercel (American spelling), from the Latin tertius (third) because of the belief that only one in three eggs hatched a male bird. Some sources give the etymology as deriving from the fact that a male falcon is about one-third smaller than a female (Old French: tiercelet). A falcon chick, especially one reared for falconry, still in its downy stage, is known as an eyas (sometimes spelled eyass). The word arose by mistaken division of Old French un niais, from Latin presumed nidiscus (nestling) from nidus (nest). The technique of hunting with trained captive birds of prey is known as falconry.",Falcon
"The ferret (Mustela furo) is a small, domesticated species belonging to the family Mustelidae. The ferret is most likely a domesticated form of the wild European polecat (Mustela putorius), as evidenced by the ferret's ability to interbreed with European polecats and produce hybrid offspring. Physically, ferrets resemble other mustelids because of their long, slender bodies. Including their tail, the average length of a ferret is about 50 cm (20 in); they weigh between 0.7 and 2.0 kg (1.5 and 4.4 lb); and their fur can be black, brown, white, or a mixture of those colours. The species is sexually dimorphic, with males being considerably larger than females.
Ferrets may have been domesticated since ancient times, but there is widespread disagreement because of the sparseness of written accounts and the inconsistency of those which survive. Contemporary scholarship agrees that ferrets were bred for sport, hunting rabbits in a practice known as rabbiting. In North America, the ferret has become an increasingly prominent choice of household pet, with over five million in the United States alone. The legality of ferret ownership varies by location. In New Zealand and some other countries, restrictions apply due to the damage done to native fauna by feral colonies of polecat–ferret hybrids. The ferret has also served as a fruitful research animal, contributing to research in neuroscience and infectious disease, especially influenza.
The domestic ferret is often confused with the black-footed ferret (Mustela nigripes), a species native to North America.
The name ""ferret"" is derived from the Latin furittus, meaning ""little thief"", a likely reference to the common ferret penchant for secreting away small items. In Old English (Anglo-Saxon), the animal was called mearþ. The word fyret seems to appear in Middle English in the 14th century from the Latin, with the modern spelling of ""ferret"" by the 16th century.
The Greek word ἴκτις íktis, Latinized as ictis occurs in a play written by Aristophanes, The Acharnians, in 425 BC. Whether this was a reference to ferrets, polecats, or the similar Egyptian mongoose is uncertain.
A male ferret is called a hob; a female ferret is a jill. A spayed female is a sprite, a neutered male is a gib, and a vasectomised male is known as a hoblet. Ferrets under one year old are known as kits. A group of ferrets is known as a ""business"", or historically as a ""busyness"". Other purported collective nouns, including ""besyness"", ""fesynes"", ""fesnyng"" and ""feamyng"", appear in some dictionaries, but are almost certainly ghost words.
Ferrets have a typical mustelid body-shape, being long and slender. Their average length is about 50 cm (20 in) including a 13 cm (5.1 in) tail. Their pelage has various colorations including brown, black, white or mixed. They weigh between 0.7 and 2.0 kg (1.5 and 4.4 lb) and are sexually dimorphic as the males are substantially larger than females. The average gestation period is 42 days and females may have two or three litters each year. The litter size is usually between three and seven kits which are weaned after three to six weeks and become independent at three months. They become sexually mature at approximately 6 months and the average life span is 7 to 10 years. Ferrets are induced ovulators and can copulate for longer than one hour.",Ferret
"A fish (pl.: fish or fishes) is an aquatic, anamniotic, gill-bearing vertebrate animal with swimming fins and a hard skull, but lacking limbs with digits. Fish can be grouped into the more basal jawless fish and the more common jawed fish, the latter including all living cartilaginous and bony fish, as well as the extinct placoderms and acanthodians. In a break to the long tradition of grouping all fish into a single class (Pisces), contemporary phylogenetics views fish as a paraphyletic group.
Most fish are cold-blooded, their body temperature varying with the surrounding water, though some large active swimmers like white shark and tuna can hold a higher core temperature. Many fish can communicate acoustically with each other, such as during courtship displays. The study of fish is known as ichthyology.
The earliest fish appeared during the Cambrian as small filter feeders; they continued to evolve through the Paleozoic, diversifying into many forms. The earliest fish with dedicated respiratory gills and paired fins, the ostracoderms, had heavy bony plates that served as protective exoskeletons against invertebrate predators. The first fish with jaws, the placoderms, appeared in the Silurian and greatly diversified during the Devonian, the ""Age of Fishes"".
Bony fish, distinguished by the presence of swim bladders and later ossified endoskeletons, emerged as the dominant group of fish after the end-Devonian extinction wiped out the apex predators, the placoderms. Bony fish are further divided into the lobe-finned and ray-finned fish. About 96% of all living fish species today are teleosts, a crown group of ray-finned fish that can protrude their jaws. The tetrapods, a mostly terrestrial clade of vertebrates that have dominated the top trophic levels in both aquatic and terrestrial ecosystems since the Late Paleozoic, evolved from lobe-finned fish during the Carboniferous, developing air-breathing lungs homologous to swim bladders. Despite the cladistic lineage, tetrapods are usually not considered to be fish.
Fish have been an important natural resource for humans since prehistoric times, especially as food. Commercial and subsistence fishers harvest fish in wild fisheries or farm them in ponds or in breeding cages in the ocean. Fish are caught for recreation, or raised by fishkeepers as ornaments for private and public exhibition in aquaria and garden ponds. Fish have had a role in human culture through the ages, serving as deities, religious symbols, and as the subjects of art, books and movies.
The word fish is inherited from Proto-Germanic, and is related to German Fisch, the Latin piscis and Old Irish īasc, though the exact root is unknown; some authorities reconstruct a Proto-Indo-European root *peysk-, attested only in Italic, Celtic, and Germanic.
About 530 million years ago during the Cambrian explosion, fishlike animals with a notochord and eyes at the front of the body, such as Haikouichthys, appear in the fossil record. During the late Cambrian, other jawless forms such as conodonts appear.",Fish
"Flamingos or flamingoes () are a type of wading bird in the family Phoenicopteridae, which is the only extant family in the order Phoenicopteriformes. There are four flamingo species distributed throughout the Americas (including the Caribbean), and two species native to Afro-Eurasia.
A group of flamingoes is called a ""flamboyance"", or a ""stand"".
The name flamingo comes from Portuguese or Spanish flamengo 'flame-colored'; in turn, the word comes from Provençal flamenc – a combination of flama 'flame' and a Germanic-like suffix -ing. The word may also have been influenced by the Spanish ethnonym flamenco 'Fleming' or 'Flemish'.
Traditionally, the long-legged Ciconiiformes, probably a paraphyletic assemblage, have been considered the flamingos' closest relatives and the family was included in the order. Usually, the ibises and spoonbills of the Threskiornithidae were considered their closest relatives within this order. Earlier genetic studies, such as those of Charles Sibley and colleagues, also supported this relationship. Relationships to the waterfowl were considered as well, especially as flamingos are parasitized by feather lice of the genus Anaticola, which are otherwise exclusively found on ducks and geese. The peculiar presbyornithids were used to argue for a close relationship between flamingos, waterfowl, and waders. A 2002 paper concluded they are waterfowl, but a 2014 comprehensive study of bird orders found that flamingos and grebes are not waterfowl, but rather are part of Columbea, along with doves, sandgrouse, and mesites.
Recent molecular studies have suggested a relation with grebes, while morphological evidence also strongly supports a relationship between flamingos and grebes. They hold at least 11 morphological traits in common, which are not found in other birds. Many of these characteristics have been previously identified on flamingos, but not on grebes. The fossil palaelodids can be considered evolutionarily, and ecologically, intermediate between flamingos and grebes.
For the grebe-flamingo clade, the taxon Mirandornithes (""miraculous birds"" due to their extreme divergence and apomorphies) has been proposed. Alternatively, they could be placed in one order, with Phoenocopteriformes taking priority.
The cladogram below showing the phylogenetic relationships between the six extant flamingo species is based on a study by Roberto Frias-Soler and collaborators that was published in 2022.",Flamingo
"Flicker may refer to:
Flickers, woodpeckers of the subgenus Colaptes
Flicker (screen), a darkness artifact that occurs on a video display not present in source material
Flicker (light), a perceptible change in brightness of a light source
Flicker, a guitar tremolo made by ESP Guitars in the late 1970s and early 1980s
A system may flicker (jump between basins of attraction) as it approaches a critical transition.
Power-line flicker, a fluctuation in the voltage of AC power lines, whose compliance is regulated by IEC61000-3-3",Flicker
"Foxes are small-to-medium-sized omnivorous mammals belonging to several genera of the family Canidae. They have a flattened skull; upright, triangular ears; a pointed, slightly upturned snout; and a long, bushy tail (""brush"").
Twelve species belong to the monophyletic ""true fox"" group of genus Vulpes. Another 25 current or extinct species are sometimes called foxes – they are part of the paraphyletic group of the South American foxes or an outlying group, which consists of the bat-eared fox, gray fox, and island fox.
Foxes live on every continent except Antarctica. The most common and widespread species of fox is the red fox (Vulpes vulpes) with about 47 recognized subspecies. The global distribution of foxes, together with their widespread reputation for cunning, has contributed to their prominence in popular culture and folklore in many societies around the world. The hunting of foxes with packs of hounds, long an established pursuit in Europe, especially in the British Isles, was exported by European settlers to various parts of the New World.
The word fox comes from Old English and derives from Proto-Germanic *fuhsaz. This in turn derives from Proto-Indo-European *puḱ- ""thick-haired, tail."" Male foxes are known as dogs, tods, or reynards; females as vixens; and young as cubs, pups, or kits, though the last term is not to be confused with the kit fox, a distinct species. ""Vixen"" is one of very few modern English words that retain the Middle English southern dialectal ""v"" pronunciation instead of ""f""; i.e., northern English ""fox"" versus southern English ""vox"". A group of foxes is referred to as a skulk, leash, or earth.
The fox-like canids, which include the kit fox (Vulpes velox), red fox (Vulpes vulpes), Cape fox (Vulpes chama), Arctic fox (Vulpes lagopus), and fennec fox (Vulpes zerda).
The South American canids, including the bush dog (Speothos venaticus), hoary fox (Lycalopex uetulus), crab-eating fox (Cerdocyon thous) and maned wolf (Chrysocyon brachyurus).
Various monotypic taxa, including the bat-eared fox (Otocyon megalotis), gray fox (Urocyon cinereoargenteus), and raccoon dog (Nyctereutes procyonoides).",Fox
"A gazelle is one of many antelope species in the genus Gazella . There are also seven species included in two further genera; Eudorcas and Nanger, which were formerly considered subgenera of Gazella. A third former subgenus, Procapra, includes three living species of Asian gazelles.
Gazelles are known as swift animals. Some can run at bursts as high as 100 km/h (60 mph) or run at a sustained speed of 50 km/h (30 mph). Gazelles are found mostly in the deserts, grasslands, and savannas of Africa, but they are also found in southwest and central Asia and the Indian subcontinent. They tend to live in herds, and eat fine, easily digestible plants and leaves.
Gazelles are relatively small antelopes, most standing 60–110 cm (2–3.5 ft) high at the shoulder, and are generally fawn-colored.
The gazelle genera are Gazella, Eudorcas, and Nanger. The taxonomy of these genera is confused, and the classification of species and subspecies has been an unsettled issue. Currently, the genus Gazella is widely considered to contain about 10 species. One species is extinct: the Queen of Sheba's gazelle. Most surviving gazelle species are considered threatened to varying degrees. Closely related to the true gazelles are the Tibetan goa, and Mongolian gazelles (species of the genus Procapra), the blackbuck of Asia, and the African springbok.
One widely familiar gazelle is the African species Thomson's gazelle (Eudorcas thomsonii), sometimes referred to as a ""tommie"". It is around 60 to 70 cm (24 to 28 in) in shoulder height and is coloured brown and white with a distinguishing black stripe. The males have long, often curved, horns. Like many other prey species, tommies exhibit a distinctive behaviour of stotting (running and jumping high before fleeing) when they are threatened by predators such as cheetahs, lions, African wild dogs, crocodiles, hyenas, and leopards.
Gazelle is derived from French gazelle, Old French gazel, probably via Old Spanish gacel, probably from North African pronunciation of Arabic: غزال ġazāl, Maghrebi pronunciation ġazēl. To Europe it first came to Old Spanish and Old French, and then around 1600 the word entered the English language. The Arab people traditionally hunted the gazelle. Later appreciated for its grace, however, it became a symbol most commonly associated in Arabic literature with human beauty. In many countries in northwestern Sub-Saharan Africa, the gazelle is commonly referred to as ""dangelo"", meaning ""swift deer"".
The gazelle, like the antelope to which it is related, is the totem of many African families. Some examples include the Joof family of the Senegambia region, the Bagananoa of Botswana in Southern Africa (said to be descended from the BaHurutshe), and the Eraraka (or Erarak) clan of Uganda. As is common in many African societies, it is forbidden for the Joof or Eraraka to kill or touch the family totem.",Gazelle
"Geckos are small, mostly carnivorous lizards that have a wide distribution, found on every continent except Antarctica. Belonging to the infraorder Gekkota, geckos are found in warm climates throughout the world. They range from 1.6 to 60 centimetres (0.6 to 23.6 inches).
Geckos are unique among lizards for their vocalisations, which differ from species to species. Most geckos in the family Gekkonidae use chirping or clicking sounds in their social interactions. Tokay geckos (Gekko gecko) are known for their loud mating calls, and some other species are capable of making hissing noises when alarmed or threatened. They are the most species-rich group of lizards, with about 1,500 different species worldwide.
All geckos, except species in the family Eublepharidae lack eyelids; instead, the outer surface of the eyeball has a transparent membrane, the brille. They have a fixed lens within each iris that enlarges in darkness to let in more light. Since they cannot blink, species without eyelids generally lick their own brilles when they need to clear them of dust and dirt, in order to keep them clean and moist.
Unlike most lizards, geckos are usually nocturnal and have excellent night vision; their colour vision in low light is 350 times more sensitive than human eyes. The nocturnal geckos evolved from diurnal species, which had lost the rod cells from their eyes. The gecko eye, therefore, modified its cone cells that increased in size into different types, both single and double. Three different photo-pigments have been retained, and are sensitive to ultraviolet, blue, and green. They also use a multifocal optical system that allows them to generate a sharp image for at least two different depths. While most gecko species are nocturnal, some species are diurnal and active during the day, which have evolved multiple times independently.
Many species are well known for their specialised toe pads, which enable them to grab and climb onto smooth and vertical surfaces, and even cross indoor ceilings with ease. Geckos are well known to people who live in warm regions of the world, where several species make their home inside human habitations. These, for example the house gecko, become part of the indoor menagerie and are often welcomed, as they feed on insect pests; including moths and mosquitoes. Like most lizards, geckos can lose their tails in defence, a process called autotomy; the predator may attack the wriggling tail, allowing the gecko to escape.
The largest species, Gigarcanum delcourti, is only known from a single, stuffed specimen probably collected in the 19th century found in the basement of the Natural History Museum of Marseille in Marseille, France. This gecko was 600 millimetres (24 inches) long, and it was likely endemic to New Caledonia, where it lived in native forests. The smallest gecko, the Jaragua sphaero, is a mere 16 millimetres (0.63 inches) long, and was discovered in 2001 on a small island off the coast of Hispaniola.
The Neo-Latin gekko and English 'gecko' stem from Indonesian-Malaysian gēkoq, a Malay word borrowed from Javanese, from tokek, which imitates the sounds that some species like Tokay gecko make.: 120 : 253",Gecko
"The giraffe is a large African hoofed mammal belonging to the genus Giraffa. It is the tallest living terrestrial animal and the largest ruminant on Earth. Traditionally, giraffes have been thought of as one species, Giraffa camelopardalis, with nine subspecies. Most recently, researchers proposed dividing them into four extant species due to new research into their mitochondrial and nuclear DNA, and individual species can be distinguished by their fur coat patterns. Seven other extinct species of Giraffa are known from the fossil record.
The giraffe's distinguishing characteristics are its extremely long neck and legs, horn-like ossicones, and spotted coat patterns. It is classified under the family Giraffidae, along with its closest extant relative, the okapi. Its scattered range extends from Chad in the north to South Africa in the south and from Niger in the west to Somalia in the east. Giraffes usually inhabit savannahs and woodlands. Their food source is leaves, fruits, and flowers of woody plants, primarily acacia species, which they browse at heights most other ground-based herbivores cannot reach.
Lions, leopards, spotted hyenas, and African wild dogs may prey upon giraffes. Giraffes live in herds of related females and their offspring or bachelor herds of unrelated adult males but are gregarious and may gather in large groups. Males establish social hierarchies through ""necking"", combat bouts where the neck is used as a weapon. Dominant males gain mating access to females, which bear sole responsibility for rearing the young.
The giraffe has intrigued various ancient and modern cultures for its peculiar appearance and has often been featured in paintings, books, and cartoons. It is classified by the International Union for Conservation of Nature (IUCN) as vulnerable to extinction. It has been extirpated from many parts of its former range. Giraffes are still found in many national parks and game reserves, but estimates as of 2016 indicate there are approximately 97,500 members of Giraffa in the wild. More than 1,600 were kept in zoos in 2010.
The name ""giraffe"" has its earliest known origins in the Arabic word zirāfah (زِرَافَةْ), of an ultimately unclear Sub-Saharan African language origin. The Middle English and early Modern English spellings, jarraf and ziraph, derive from the Arabic form-based Spanish and Portuguese girafa. The modern English form developed around 1600 from the French girafe.
""Camelopard"" () is an archaic English name for the giraffe; it derives from the Ancient Greek καμηλοπάρδαλις (kamēlopárdalis), from κάμηλος (kámēlos), ""camel"", and πάρδαλις (párdalis), ""leopard"", referring to its camel-like shape and leopard-like colouration.
The giraffe is one of only two living genera of the family Giraffidae in the order Artiodactyla, the other being the okapi. They are ruminants of the clade Pecora, along with Antilocapridae (pronghorns), Cervidae (deer), Bovidae (cattle, antelope, goats and sheep) and Moschidae (musk deer). A 2019 genome study (cladogram below) finds that Giraffidae are a sister taxon to Antilocapridae, with an estimated split of over 20 million years ago.",Giraffe
"The goat or domestic goat (Capra hircus) is a species of goat-antelope that is mostly kept as livestock. It was domesticated from the wild goat (C. aegagrus) of Southwest Asia and Eastern Europe. The goat is a member of the family Bovidae, meaning it is closely related to the sheep. It was one of the first animals to be domesticated, in Iran around 10,000 years ago.
Goats have been used for milk, meat, wool, and skins across much of the world. Milk from goats is often turned into cheese. In 2022, there were more than 1.1 billion goats living in the world, of which 150 million were in India.
Goats feature in mythology, folklore, and religion in many parts of the world, including in the classical myth of Amalthea, in the goats that pulled the chariot of the Norse god Thor, in the Scandinavian Yule goat, and in Hinduism's goat-headed Daksha. In Christianity and Satanism, the devil is sometimes depicted as a goat.
The Modern English word goat comes from Old English gāt ""goat, she-goat"", which in turn derives from Proto-Germanic *gaitaz (cf. Dutch/Frisian/Icelandic/Norwegian geit, German Geiß, and Gothic gaits), ultimately from Proto-Indo-European *ǵʰaidos meaning ""young goat"" (cf. Latin haedus ""kid""). To refer to the male goat, Old English used bucca (cf. Dutch/Frisian bok, modern English buck) until ousted by hegote, hegoote ('he-goat') in the late 12th century. Nanny goat (adult female) originated in the 18th century, and billy goat (adult male) in the 19th century.
Castrated males are called wethers. While the words hircine and caprine both refer to anything having a goat-like quality, hircine is used most often to emphasize the distinct smell of domestic goats.
Goats are among the earliest animals to have been domesticated by humans. A genetic analysis confirms the archaeological evidence that the wild bezoar ibex, found today in the Zagros Mountains, but formerly widespread in Anatolia, is the likely original ancestor of all or most domestic goats today.
Neolithic farmers began to herd wild goats primarily for easy access to milk and meat, as well as to their dung, which was used as fuel; and their bones, hair, and sinew were used for clothing, building, and tools. The earliest remnants of domesticated goats dating 10,000 years Before Present are found in Ganj Dareh in Iran. Goat remains have been found at archaeological sites in Jericho, Choga Mami, Djeitun, and Çayönü, dating the domestication of goats in Western Asia at between 8,000 and 9,000 years ago. DNA evidence suggests that goats were domesticated around 10,000 years ago. Historically, goat hide has been used for water and wine bottles in both traveling and transporting wine for sale, and to produce parchment.",Goat
"A goose (pl.: geese) is a bird of any of several waterfowl species in the family Anatidae. This group comprises the genera Anser (grey geese and white geese) and Branta (black geese). Some members of the Tadorninae subfamily (e.g., Egyptian goose, Orinoco goose) are commonly called geese, but are not considered ""true geese"" taxonomically. More distantly related members of the family Anatidae are swans, most of which are larger than true geese, and ducks, which are smaller.
The term ""goose"" may refer to such bird of either sex, but when paired with ""gander"", ""goose"" refers specifically to a female one (""gander"" referring to a male). Young birds before fledging are called goslings. The collective noun for a group of geese on the ground is a gaggle; when in flight, they are called a skein, a team, or a wedge; when flying close together, they are called a plump.
The word ""goose"" is a direct descendant of Proto-Indo-European *ǵʰh₂éns. In Germanic languages, the root gave Old English gōs with the plural gēs and gandra (becoming Modern English goose, geese, gander, respectively), West Frisian goes, gies and guoske, Dutch: gans, ganzen, ganzerik, New High German Gans, Gänse, and Ganter, and Old Norse gás and gæslingr, whence English gosling.
This term also gave Lithuanian: žąsìs, Irish: gé (goose, from Old Irish géiss), Hindi: कलहंस, Latin: anser, Spanish and Portuguese: ganso, Ancient Greek: χήν (khēn), Albanian: gatë (swans), Finnish: hanhi, Avestan zāō, Polish: gęś, Romanian: gâscă / gânsac, Ukrainian: гуска / гусак (huska / husak), Russian: гусыня / гусь (gusyna / gus), Czech: husa, and Persian: غاز (ghāz).
The two living genera of true geese are: Anser, grey geese and white geese, such as the greylag goose and snow goose, and Branta, black geese, such as the Canada goose.
Two genera of geese are only tentatively placed in the Anserinae; they may belong to the shelducks or form a subfamily on their own: Cereopsis, the Cape Barren goose, and Cnemiornis, the prehistoric New Zealand goose. Either these or, more probably, the goose-like coscoroba swan is the closest living relative of the true geese.
Fossils of true geese are hard to assign to genus; all that can be said is that their fossil record, particularly in North America, is dense and comprehensively documents many different species of true geese that have been around since about 10 million years ago in the Miocene. The aptly named Anser atavus (meaning ""progenitor goose"") from some 12 million years ago had even more plesiomorphies in common with swans. In addition, some goose-like birds are known from subfossil remains found on the Hawaiian Islands.",Goose
